id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
38469,Women,Accessories,Wallets,Wallets,Magenta,Summer,2012,Casual,Baggit Women Magenta Voltage Sapera Wallet
33081,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012,Casual,U.S. Polo Assn. Denim Co. Men Navy Blue T-Shirt
40573,Women,Apparel,Topwear,Kurtas,Cream,Summer,2012,Ethnic,W Women Cream Kurta
56416,Women,Apparel,Innerwear,Bra,Rose,Summer,2017,Casual,Biara Women Rose Red Bra
14491,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Flying Machine Men Casual Black Casual Shoes
37613,Girls,Apparel,Topwear,Tshirts,Purple,Summer,2012,Casual,Madagascar3 Girls Purple Printed T-Shirt
45233,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Casio Youth Series Men Analog-Digital Watch AW-80D-1AVDFAD60
4114,Men,Footwear,Sandal,Sandals,Black,Summer,2011,Casual,Fila Men Obsidian Black Sandal
15543,Women,Footwear,Shoes,Heels,Brown,Winter,2015,Casual,Catwalk Women Casual Brown Wedges
40741,Unisex,Footwear,Flip Flops,Flip Flops,Navy Blue,Winter,2015,Casual,Converse Unisex Navy Blue Flip Flops
10031,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Sports,Nike Men As Arsenal Co Navy Blue T-Shirts
24204,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Deni Yo Men Skinny Fit Blue Jeans
56624,Women,Personal Care,Skin,Face Moisturisers,Black,Spring,2017,Casual,Olay Women Age Protect Anti-Ageing UV Lotion
4928,Women,Apparel,Topwear,Tops,Green,Summer,2011,Casual,Gini and Jony Girl's Venice Green Blue Infant Kidswear
41693,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Navy Blue,Summer,2016,Casual,Superman Men Blue Printed Lounge Pants
32361,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Q&Q Men Black Dial Watch Q672J405Y
42016,Men,Footwear,Shoes,Sports Shoes,Silver,Summer,2012,Sports,ADIDAS Men Silver Phaedra Shoes
12766,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,Spykar Men Stripe Navy Blue T-Shirts
26553,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,2012,Casual,ID Men Blue Shoes
27481,Women,Apparel,Innerwear,Bra,Beige,Winter,2015,Casual,Jockey Essence Beige Bra 2004
54173,Women,Accessories,Jewellery,Necklace and Chains,Blue,Fall,2012,Casual,Femella Blue Necklace
51401,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,Myntra Men Blue and Yellow Check Shirt
35144,Women,Accessories,Bags,Clutches,Black,Summer,2012,Casual,Allen Solly Woman Black Clutch
7791,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,Proline Men's Polo Solid Olive T-shirt
47564,Women,Footwear,Shoes,Heels,Brown,Winter,2012,Casual,Portia Women Brown Sandals
34096,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012,Casual,Doodle Boys Printed Red T-shirt
6643,Women,Footwear,Shoes,Sports Shoes,Pink,Summer,2011,Sports,Nike Women's Transform III IN Black Pink Shoe
17214,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,United Colors of Benetton Women Funky Eyewear Black Sunglasses
45657,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,2016,Casual,Park Avenue Men Navy Blue Boxer Briefs
4570,Women,Footwear,Shoes,Sports Shoes,Black,Summer,2011,Sports,Nike Women Iza Black Shoe
21312,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual,Celine Dion Women Brown Frame Sunglasses
15127,Men,Apparel,Bottomwear,Trousers,Brown,Fall,2012,Casual,Arrow Sport Men Solid  Brown Trousers
53732,Women,Footwear,Shoes,Casual Shoes,Green,Winter,2014,Casual,Puma Women Green Supersuede Eco Casual Shoes
44785,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Lotto Men L500 FG White Sports Shoes
11587,Women,Apparel,Topwear,Kurtis,White,Summer,2011,Ethnic,W Women Printed White Kurtis
56240,Men,Apparel,Loungewear and Nightwear,Night suits,Navy Blue,Summer,2016,Casual,SDL by Sweet Dreams Men Grey & Blue Pyjama Set
40325,Men,Footwear,Shoes,Sports Shoes,White,Fall,2012,Sports,ADIDAS Men White Sport Shoes
57392,Women,Apparel,Innerwear,Briefs,White,Winter,2015,Casual,Amante Women Pack of 3 Printed Briefs PFCN04
10455,Men,Apparel,Topwear,Tshirts,Pink,Fall,2011,Casual,Flying Machine Men Mauvemist Purple Tshirts
24660,Men,Accessories,Socks,Socks,Pink,Fall,2011,Casual,ADIDAS Originals Men Pink Casual Socks
54517,Men,Footwear,Shoes,Sports Shoes,White,Fall,2012,Sports,F Sports Men White Bratt Sports Shoes
18638,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Sports,Puma Men V.11 Speed Black Tshirts
28891,Women,Apparel,Innerwear,Briefs,Skin,Summer,2012,Casual,Enamor Women Beige Regular-Rise Brief
48148,Women,Accessories,Wallets,Wallets,Red,Winter,2016,Casual,Fossil Women Red Wallet
2687,Women,Apparel,Topwear,Tshirts,Orange,Summer,2011,Casual,Inkfruit Women's Love Wood Orange T-shirt
30052,Men,Accessories,Watches,Watches,Grey,Winter,2016,Casual,SKAGEN DENMARK Men Grey Dial Watch 668XLSLZM
3755,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Status Quo Men's Concerts Black T-shirt
31180,Girls,Apparel,Bottomwear,Leggings,White,Summer,2012,Casual,Gini and Jony Kids Leggings
29943,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Police Men Black Dual Dial Watch PL13076JPCL-04
47100,Boys,Footwear,Shoes,Casual Shoes,Red,Summer,2012,Casual,Marvel Boys Red Light Spidey Shoes
6227,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011,Casual,Lee Men's Grey Yellowbrass T-shirt
17670,Women,Footwear,Shoes,Heels,Black,Winter,2015,Casual,Catwalk Women Fancy Black Heels
22597,Men,Apparel,Topwear,Tshirts,Orange,Fall,2011,Sports,Nike Men Orange T-shirt
43792,Women,Accessories,Jewellery,Earrings,Gold,Summer,2012,Ethnic,Royal Diadem Gold & Pink Earrings
30260,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018,Casual,Red Tape Men Black Shoes
54725,Women,Apparel,Topwear,Kurtas,Pink,Fall,2012,Ethnic,Shree Women Coral Coloured Printed Kurta
6829,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Nike Women's Lunar Swift White Blue Shoe
12130,Women,Apparel,Topwear,Kurtas,Green,Fall,2011,Ethnic,Aurelia Women Printed Green Kurtas
26305,Men,Apparel,Topwear,Tshirts,Cream,Fall,2013,Casual,Proline Men Pack of 3 T-Shirts
3567,Men,Footwear,Shoes,Sports Shoes,Silver,Summer,2011,Sports,ADIDAS Men's Silver White Running Shoe
42640,Women,Apparel,Topwear,Kurtas,Red,Summer,2012,Casual,W Women Red Dress
23677,Men,Footwear,Sandal,Sandals,Brown,Summer,2012,Casual,Red Tape Men Cross Band Brown Sandals
17442,Unisex,Accessories,Watches,Watches,Black,Summer,2017,Casual,CASIO Unisex Black Small Dial Analogue and Digital Watch
50385,Women,Apparel,Bottomwear,Salwar and Dupatta,Pink,Fall,2012,Ethnic,Vishudh Women Pink Salwar and Dupatta
47332,Women,Accessories,Wallets,Wallets,Purple,Summer,2012,Casual,Baggit Women Purple Chata Hosh Wallet
6015,Men,Apparel,Topwear,Shirts,Black,Summer,2011,Casual,Highlander Men Small Black Checked Shirt
35712,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012,Sports,Nike Men Dual Fusion TR III Grey Sports Shoes
51257,Men,Accessories,Belts,Belts,Black,Spring,2013,Formal,Park Avenue Men Black & Brown Reversible Belt
21120,Men,Apparel,Topwear,Sweaters,Purple,Fall,2011,Casual,s.Oliver Men Solid Purple Sweater
15315,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,ADIDAS Men Eqt Nitro Fashion Black Sports Shoes
4742,Women,Footwear,Shoes,Casual Shoes,Grey,Summer,2011,Casual,Numero Uno Women NY Grey Blue Shoe
5690,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2015,Casual,Skechers Men Valence Envoy Black Shoe
32537,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017,Casual,Playboy Men Hollywood Perfume 100 ml
56072,Women,Personal Care,Lips,Lip Liner,Brown,Spring,2017,Casual,Colorbar Wild Berry Lip Liner /Crayon 011
37879,Unisex,Accessories,Socks,Socks,Black,Summer,2016,Casual,Happy Socks Unisex Black Socks
24452,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Nike Men White Court Shuttle IV Sports Shoes
4584,Unisex,Accessories,Bags,Backpacks,Red,Winter,2015,Casual,Wildcraft Unisex Red Backpack
36351,Men,Accessories,Ties,Ties,Blue,Summer,2012,Formal,Reid & Taylor Men Blue Tie
14001,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Sports,Nike Men Solid Navy Blue Jerseys
20234,Women,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Wrangler Women Baroque Polo Turquoise T-shirt
5456,Men,Apparel,Bottomwear,Shorts,Navy Blue,Summer,2011,Sports,Nike Men's Basic Woven Med Blue Short
37283,Women,Apparel,Topwear,Tshirts,Brown,Summer,2012,Casual,Tantra Women Brown Fight Peace T-shirt
44771,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012,Casual,Globalite Men Navy Blue Skid Shoes
25746,Men,Accessories,Belts,Belts,Black,Winter,2015,Casual,Lino Perros Men Leather Black Belt
11573,Women,Apparel,Topwear,Kurtas,Green,Summer,2011,Ethnic,W Women Printed Green Kurtas
39319,Boys,Apparel,Bottomwear,Shorts,Beige,Summer,2012,Casual,Gini and Jony Boys Beige Shorts
33623,Women,Accessories,Wallets,Wallets,Blue,Summer,2012,Casual,Lino Perros Women Blue Wallet
57366,Women,Apparel,Innerwear,Briefs,Pink,Winter,2015,Casual,Amante Women Pink Lace Briefs PCFR11
24694,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Locomotive Men Striped White T-shirt
27011,Women,Apparel,Bottomwear,Capris,White,Summer,2012,Casual,Jealous 21 Women White Capris
13224,Men,Apparel,Topwear,Sweatshirts,Blue,Fall,2011,Casual,Palm Tree Kids Boys Printed Blue Sweatshirts
43554,Women,Accessories,Socks,Socks,Cream,Summer,2012,Casual,Puma Women Cream Socks
28865,Men,Apparel,Topwear,Tshirts,Brown,Summer,2012,Casual,Proline Men Brown Striped Polo T-shirt
2673,Women,Accessories,Bags,Handbags,Black,Winter,2015,Casual,Murcia Women Sleek Black Leatherette Hand Bag
31174,Girls,Apparel,Topwear,Tops,Red,Summer,2012,Casual,Gini and Jony Girls Red Top
8349,Boys,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,Doodle Boy's I love Driving Green Kidswear
55431,Women,Personal Care,Lips,Lipstick,Red,Spring,2017,Casual,Revlon True Red Colorburst Lipstick 090
34406,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Myntra Men Black Printed T-shirt
28059,Men,Apparel,Innerwear,Briefs,Blue,Summer,2016,Casual,Jockey ELANCE Men Pack Of 2 Briefs 1010
48980,Women,Accessories,Jewellery,Ring,Silver,Summer,2012,Casual,Lucera Women Silver Ring
17684,Women,Footwear,Shoes,Casual Shoes,Grey,Winter,2015,Casual,Catwalk Women Ballerina Grey Casual Shoe
31948,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2012,Sports,Nike Men Air Pegasus Blue Sports Shoes
51091,Women,Free Items,Free Gifts,Free Gifts,Green,Summer,2012,Ethnic,Satya Paul Green Saree
22563,Women,Accessories,Bags,Handbags,Brown,Winter,2015,Casual,Lino Perros Brown Women Casual Sling Bag
7301,Women,Apparel,Topwear,Tops,Blue,Summer,2011,Casual,UCB Women Stripe Short Sleeve Blue White Top
46026,Women,Accessories,Jewellery,Pendant,Gold,Winter,2016,Casual,Estelle Women Gold Pendant with Chain
30294,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012,Casual,Myntra Men Global Response Off White T-shirt
27223,Women,Apparel,Dress,Dresses,Blue,Summer,2012,Casual,Doodle Kids Girl Printed Blue Dress
13016,Women,Footwear,Shoes,Heels,Brown,Winter,2012,Casual,Inc 5 Women Casual Brown Wedges
3593,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,2014,Casual,Converse Unisex Black Casual Shoes
34634,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012,Casual,Lotto Men Brown Fella Tres Shoes
7133,Men,Apparel,Bottomwear,Track Pants,Grey,Fall,2011,Casual,Urban Yoga Men Bottom Grey Yoga Pants
8947,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011,Casual,Indigo Nation Men ID Printed Grey Trousers
22751,Women,Apparel,Topwear,Kurtas,White,Fall,2011,Ethnic,BIBA Women Printed White Kurta
52426,Women,Apparel,Loungewear and Nightwear,Nightdress,Blue,Winter,2015,Casual,Red Rose Women Blue Nightdress
39917,Women,Accessories,Bags,Handbags,Yellow,Fall,2012,Casual,Tortoise Women Yellow Sling Bag
5664,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,Tantra Men's Shloka Blue T-shirt
57968,Women,Apparel,Saree,Sarees,Rust,Fall,2012,Ethnic,Prafful Rust Sari
20006,Women,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual,United Colors of Benetton Women Printed Green T-shirt
41031,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Nautica Men Black Dial Watch
25574,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012,Sports,FILA Men Trempet Black & White Sports Shoes
56086,Women,Personal Care,Lips,Lip Gloss,Brown,Spring,2017,Casual,ColorBar Star Shine Chai Lip Gloss 07
11741,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,Lee Men Stripes Navy Blue T-shirt
10693,Women,Apparel,Topwear,Tops,Purple,Fall,2011,Casual,Doodle Girl Cute Purple Tops
57154,Women,Apparel,Topwear,Tshirts,Grey Melange,Summer,2012,Casual,Elle Women Grey Melange T-shirt
58920,Men,Accessories,Accessories,Accessory Gift Set,Maroon,Summer,2012,Casual,Hakashi Men Combo pack Tie+Cufflink+Pocket square
19148,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011,Casual,United Colors of Benetton Men Navy Blue Polo Tshirt
55267,Women,Personal Care,Makeup,Kajal and Eyeliner,Olive,Spring,2017,Casual,Lakme Absolute Shine Line Olive Eye Liner
26795,Men,Apparel,Topwear,Shirts,Blue,Summer,2013,Formal,Arrow Men Blue Shirt
31722,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016,Ethnic,Fabindia Women Anusuya Silver Earrings
49638,Women,Apparel,Topwear,Tops,Pink,Summer,2012,Casual,Mineral Women Pink Top
43302,Women,Apparel,Dress,Dresses,Purple,Summer,2012,Casual,United Colors of Benetton Women Purple Dress
2025,Men,Apparel,Topwear,Tshirts,Grey,Fall,2010,Sports,ADIDAS Mens Full Grey T-shirt
13472,Women,Apparel,Dress,Dresses,White,Summer,2011,Casual,United Colors of Benetton Women Solid White Dress
7557,Men,Apparel,Bottomwear,Shorts,Green,Summer,2011,Sports,Nike Men's Tempo 5 Green Short
35382,Boys,Footwear,Shoes,Casual Shoes,Grey,Summer,2012,Casual,Enroute Boys Grey Casual Shoes
19974,Women,Apparel,Topwear,Tshirts,Yellow,Summer,2011,Casual,United Colors of Benetton Women Yellow T-shirt
16100,Women,Accessories,Eyewear,Sunglasses,Maroon,Winter,2016,Casual,M tv Women My Fab Eyewear Maroon Sunglasses
50715,Boys,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Doodle Boys White Printed T-Shirt
6485,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,ADIDAS Men's Grey Strip T-shirt
34250,Men,Apparel,Bottomwear,Shorts,Charcoal,Summer,2013,Sports,Proline Charcoal Grey Shorts
44127,Men,Personal Care,Fragrance,Deodorant,Grey,Spring,2017,Casual,Boss Men In Motion Deo
14657,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011,Casual,Probase Men Solid DK.Grey Trousers
33849,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2012,Casual,Puma Men Blue Shoes
20462,Women,Accessories,Bags,Mobile Pouch,Purple,Winter,2015,Casual,Baggit Women Auxi Baby Purple Mobile Pouch
15785,Men,Apparel,Innerwear,Briefs,Black,Summer,2016,Casual,Facit Men Mid- Rise BF Black Briefs
52042,Unisex,Apparel,Topwear,Rain Jacket,Black,Summer,2012,NA,Just Natural Unisex Black Rain Jacket
36507,Women,Accessories,Bags,Handbags,Grey,Summer,2012,Casual,United Colors of Benetton Women Grey Bag
57530,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012,Casual,Provogue Men Black Casual Shoes
33075,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,U.S.Polo Assn. Men Blue & Orange Striped T-shirt
40587,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012,Ethnic,Aurelia Women Brown Kurta
41455,Men,Footwear,Sandal,Sandals,Grey,Summer,2012,Casual,Lee Cooper Men Grey Sandals
25110,Women,Accessories,Belts,Belts,Olive,Winter,2015,Casual,Lino Perros Women Olive Belts
44315,Men,Apparel,Bottomwear,Trousers,Blue,Summer,2012,Casual,Indian Terrain Men Blue Trousers
36735,Women,Apparel,Topwear,Tshirts,Multi,Summer,2012,Casual,Spykar Women Cult Multi T-shirt
21782,Men,Accessories,Belts,Belts,Brown,Fall,2011,Casual,Fossil Men Edsel Brown Belt
59698,Women,Apparel,Innerwear,Camisoles,Cream,Summer,2014,Casual,Avirate Cream Fitted Camisoles
33247,Men,Apparel,Topwear,Shirts,Grey,Summer,2012,Formal,Arrow Men Grey Check Shirt
57702,Women,Personal Care,Skin,Face Moisturisers,White,Spring,2017,NA,Lotus Herbals Almond Anti-Wrinkle Creme
25322,Men,Accessories,Watches,Watches,Grey,Winter,2016,Casual,Casio Edifice Men Chronograph Watch EF-550D-7AVDF(ED391)
11117,Men,Apparel,Topwear,Shirts,Grey,Fall,2011,Formal,Indigo Nation Men Solid Grey Shirts
41667,Women,Footwear,Shoes,Heels,Black,Spring,2013,Casual,Catwalk Women Black Heels
32395,Women,Apparel,Topwear,Shirts,Grey,Summer,2012,Formal,Arrow Woman Grey Shirt
55055,Women,Personal Care,Lips,Lipstick,Purple,Spring,2017,NA,Lakme Enrich Satins Lipstick 131
12792,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Sports,Nike Men Manchester United Black Jersey
27475,Women,Apparel,Innerwear,Bra,White,Winter,2015,Casual,Jockey Women White Essence Bra 2001
13640,Women,Footwear,Shoes,Flats,Purple,Winter,2012,Casual,Carlton London Women Purple Flat Shoes
54187,Men,Apparel,Innerwear,Briefs,Charcoal,Summer,2016,Casual,Jockey MC Men Grey Pack of 2 Briefs 8003
43130,Women,Personal Care,Fragrance,Perfume and Body Mist,Purple,Spring,2017,Casual,David Beckham Women Signature Eau De Toilette 50 ml
2217,Women,Accessories,Socks,Socks,Pink,Fall,2010,Sports,ADIDAS Women Pink Socks
16332,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Formal,Peter England Men Stripes Red Shirt
55869,Women,Personal Care,Nails,Nail Polish,Red,Spring,2017,Casual,Colorbar All Fired Up 2 Nail Lacquer 83V
46442,Men,Accessories,Watches,Watches,Silver,Winter,2016,Casual,Timex Men Silver Dial Watch
47590,Women,Footwear,Shoes,Heels,Green,Winter,2012,Casual,Portia Women Green Sandals
34062,Girls,Apparel,Dress,Dresses,Pink,Summer,2012,Casual,Gini and Jony Girls Printed Pink Dress
50527,Men,Apparel,Innerwear,Briefs,Navy Blue,Winter,2016,Casual,Chromozome Men Navy Blue Pack of 2 Briefs
59005,Men,Personal Care,Fragrance,Deodorant,Black,Spring,2017,Casual,Brut Men Musk Deo
56871,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,HM Women Black Sandals
44588,Men,Apparel,Topwear,Shirts,White,Summer,2012,Casual,Scullers Men White & Navy Blue Check Shirt
32508,Men,Footwear,Sandal,Sandals,Brown,Winter,2015,Casual,Franco Leone Men Brown Sandals
59839,Women,Personal Care,Fragrance,Fragrance Gift Set,Maroon,Spring,2017,Casual,Valley of Flowers Women Fragrance Gift Set
21923,Women,Apparel,Topwear,Kurtas,Black,Fall,2011,Ethnic,BIBA Women Printed Black Kurta
36994,Women,Accessories,Bags,Handbags,Brown,Summer,2012,Casual,Lino Perros Women Brown Handbag
10658,Women,Apparel,Topwear,Tops,White,Fall,2011,Casual,Doodle Girl Little frock White Tops
40128,Girls,Apparel,Topwear,Tops,Orange,Summer,2012,Casual,Gini and Jony Girls Roseatte Orange Top
38032,Women,Accessories,Watches,Watches,Black,Winter,2016,Casual,Q&Q Women Black Watch
9062,Men,Apparel,Topwear,Shirts,Pink,Fall,2011,Formal,Mark Taylor Men Pink Striped Shirt
48345,Women,Accessories,Jewellery,Necklace and Chains,Gold,Fall,2012,Casual,Pitaraa Golden Nugget Long Necklace
18435,Unisex,Accessories,Accessories,Messenger Bag,Black,Fall,2011,Casual,Vital Gear Unisex Black Messenger Bag
6816,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2011,Casual,Timberland Men's Desert Walnut Brown Shoe
3558,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2015,Casual,Skechers Men's Brown Casual Lifestyle Shoe
23648,Men,Apparel,Topwear,Tshirts,Maroon,Summer,2012,Casual,Disney Men Maroon Printed T-shirt
12933,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,Classic Polo Men Broad Stripes Green Tshirts
54528,Men,Footwear,Shoes,Casual Shoes,White,Fall,2012,Casual,F Sports Men White Charger Shoes
18607,Men,Accessories,Wallets,Wallets,Brown,Fall,2011,Casual,New Hide Men Antique Brown Wallet
9250,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Formal,Mark Taylor Men Red Striped Shirt
48177,Women,Accessories,Wallets,Wallets,Blue,Winter,2016,Casual,Fossil Women Blue Wallet
8382,Girls,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Doodle Girl's Raw Edges Light Blue Kidswear
50188,Women,Accessories,Bags,Handbags,Pink,Summer,2012,Casual,Paridhan Women Pink Handbag
30851,Women,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic,Fabindia Women Printed Green Kurta
28092,Men,Apparel,Innerwear,Innerwear Vests,White,Summer,2016,Casual,Jockey GOLDEDN Men Gold Edition White Innerwear Vest 4020
49899,Girls,Accessories,Watches,Watches,White,Winter,2016,Casual,Q&Q Kids Girls White Dial Analog Watch
29140,Women,Accessories,Eyewear,Sunglasses,Purple,Winter,2016,Casual,Vogue Women Purple Sunglasses
31983,Men,Accessories,Bags,Laptop Bag,Black,Summer,2012,Casual,ADIDAS Men Black Bag
26934,Women,Apparel,Dress,Dresses,Black,Summer,2012,Casual,Jealous 21 Women Black Dress
45668,Men,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017,Casual,Swiss Army Men Swiss Unlimited Rubber EDT Refillable Perfumes
15118,Men,Apparel,Bottomwear,Trousers,Black,Fall,2013,Formal,Arrow Men Stripes Black Trousers
59237,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Titan Men Black Dial Watch
1801,Women,Accessories,Bags,Backpacks,Pink,Summer,2011,Sports,Quechua Women 10L Pink Bag
37248,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012,Casual,United Colors of Benetton Men Brown Shoes
15924,Unisex,Accessories,Bags,Backpacks,Black,Fall,2011,Casual,ADIDAS Unisex Ecb Black Backpack
38200,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Polaroid Men Sunglasses
42029,Women,Footwear,Shoes,Sports Shoes,Purple,Summer,2012,Sports,ADIDAS Women Purple Chill Sports Shoes
12759,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Spykar Women Washed Blue Jeans
35947,Men,Apparel,Topwear,Shirts,White,Summer,2012,Casual,Flying Machine Men White Shirt
18263,Women,Apparel,Topwear,Kurtas,Yellow,Fall,2011,Ethnic,Aneri Women Nancy Yellow Kurta
9634,Men,Apparel,Topwear,Shirts,White,Fall,2011,Formal,Indigo Nation Men Price catch Black White Shirts
48513,Women,Apparel,Topwear,Tops,Black,Summer,2012,Casual,French Connection Women Black Top
23822,Men,Footwear,Flip Flops,Flip Flops,Red,Summer,2012,Casual,Puma Men Breeze Red Flip Flops
29524,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,Playboy Women White Dial Watch
42815,Women,Apparel,Innerwear,Briefs,Green,Summer,2012,Casual,Little Miss Intimates Women Green Brief
46489,Men,Accessories,Watches,Watches,Blue,Winter,2016,Casual,Timex Men Blue Dial Watch
54970,Women,Free Items,Free Gifts,Free Gifts,Pink,Spring,2017,Casual,Rasasi Women Body Lotion
53369,Women,Accessories,Bags,Handbags,Black,Summer,2012,Casual,Puma Women Black Bag
10832,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,Wrangler Men American Music Folk Green T-Shirts
59653,Women,Apparel,Saree,Sarees,Green,Fall,2012,Ethnic,FNF Green & Pink Evening Wear Sari
38664,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,2012,Casual,Nike Men Liteforce Grey Shoes
4917,Women,Apparel,Topwear,Tops,Pink,Summer,2011,Casual,Gini and Jony Girl's Vollie Pink Kidswear
24835,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Casual,Rockport Men Brown Cashaw Camel Suede Casual Shoes
33882,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Citizen Men Black Dial Eco-Drive Watch
59461,Women,Accessories,Jewellery,Ring,Silver,Summer,2013,Casual,Lucera Silver Ring
32950,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,ADIDAS Neo Unisex Court Sequence Black Shoes
52089,Women,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Myntra Women Black T-shirt
4319,Unisex,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,Tantra Kid's Unisex Free Spirit Turquoise Kidswear
38456,Women,Accessories,Bags,Handbags,Orange,Summer,2015,Casual,Baggit Women Orange Tinki Tower Sling Bag
39584,Women,Footwear,Shoes,Heels,Black,Winter,2015,Casual,Catwalk Women Black Heels
56429,Women,Personal Care,Eyes,Eyeshadow,Brown,Spring,2017,Casual,Streetwear Bombshell Eye Shadow
45802,Women,Footwear,Shoes,Heels,Black,Fall,2012,Casual,Senorita Women Black Flats
19183,Men,Apparel,Topwear,Shirts,Grey,Fall,2011,Casual,United Colors of Benetton Men Check Grey Shirt
9406,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,Puma Men Scribble Graphic Black Tshirts
17825,Unisex,Footwear,Sandal,Sandals,Black,Fall,2011,Casual,Nike Unisex Air Deschutz Black Sandal
48721,Women,Accessories,Jewellery,Earrings,Silver,Summer,2013,Casual,Lucera Women Silver Earrings
18051,Women,Accessories,Wallets,Wallets,Black,Winter,2015,Casual,Lino Perros Women Solid Black Wallet
3900,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011,Casual,Disney Kids Girl Pooh Pink And White Top
17019,Women,Footwear,Shoes,Flats,Brown,Fall,2013,Casual,Rocia Women Casual Brown Sandal
49435,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,2012,Casual,Vans Men Blue Shoes
8712,Unisex,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Fastrack Unisex Black Sunglasses
